1,0.0060405,0.0055773,0.0059178,0.021365,0.0017921,0.0073256,0.015757,0.049239,0.0075141,0.22682,0.0043009,0.074251,0.43132,0.18177,0.0043656,0.009551,0.013721,0.030902,0.02988,0.19715,0.0021016,0.013276,0.053202,0.05841,0.017617,0.31218,0.046188,0.07508,0.10431,0.0062414,0.024564,0.0077947,0.020175,0.047558,0.012383,0.00094431,0.16111,0.022733,0.0059633,0.0026077,0.040504,0.0067613,0.30448,0.11998,0.088781,0.30533,0.085086,0.16595,0.035174,0.0058308,0.0040052,0.0029632,0.19618,0.068851,0.04264,0.015355,0.0069937,0.0067539,0.089814,0.36583,0.090398,0.017134,0.051268,0.0048605,0.0025482,0.035767,0.0021274,1,0.0019114,0.06197,0.018871,0.001152,0.075428,0.010028,0.0094545,0.038034,0.56701,0.0051968,0.2071,0.0021115,0.077112,0.27326,0.014755,0.052533,0.0052751,0.037172,0.006006,0.039132,0.14931,0.0036724,0.032432,0.20497,0.041256,0.0079336,0.057769,0.27329,0.15945,0.014268,0.052172,0.02594,0.055407,0.38088,0.034098,0.10026,0.15109,0.016268,0.023967,0.012366,0.012394,0.015809,0.65939,0.052107,0.18748,0.012826,0.015889,0.019157,0.014687,0.0091175,0.20838,0.063468,0.18829,0.044967,0.024995,0.0010324,0.0072749,0.024349,0.12554,0.29309,0.012288,0.010832,0.0043153,0.14472,0.0045829,0.022811,0.051715,1,0.12538,0.019351,0.014436,0.018696,0.17374,0.010369,0.0035294,0.0096564,0.043672,0.11078,0.0039757,0.028857,0.22041,0.24009,0.15465,0.030648,0.024398,0.059231,0.004211,0.81197,0.0071315,0.012215,0.030798,0.47579,0.0055872,0.035514,0.017041,0.054969,0.17093,0.055961,0.010226,0.26706,0.089152,0.066198,0.0028254,0.098097,0.026237,0.0083405,0.2007,0.09712,0.040877,0.36958,0.062112,0.33385,0.02669,0.0044963,0.024532,0.020787,0.11155,0.012556,0.0044197,0.011565,0.21444,0.021662,0.057851,0.019712,0.13056,0.0088408,0.058437,0.0026231,0.023175,0.0023954,0.82112,0.079503,0.082852,0.11964,0.048482
0.0060405,1,0.017021,0.037477,0.12168,0.0075281,0.04498,0.035366,0.008856,0.05634,0.004693,0.20048,0.0026194,0.005404,0.003162,0.030144,0.0043727,0.014291,0.0096273,0.033184,0.0073319,0.01164,0.037536,0.40052,0.028312,0.038801,0.0036434,0.046858,0.011018,0.0086421,0.055317,0.012768,0.1728,0.029118,0.0033743,0.018006,0.0030349,0.0032249,0.022765,0.0015266,0.027377,0.011733,0.019909,0.0044324,0.13785,0.0027085,0.02514,0.069197,0.068966,0.010227,0.0065524,0.0045814,0.0035267,0.20941,0.040428,0.56883,0.093765,0.13556,0.053327,0.0021564,0.0042069,0.0047844,0.063519,0.0088976,0.013971,0.045562,0.054322,0.084876,0.0019114,1,0.011076,0.35915,0.0064434,0.012834,0.029739,0.028178,0.020707,0.011188,0.43736,0.41446,0.0022807,0.25778,0.44007,0.0034289,0.082041,0.17647,0.0064823,0.098817,0.055717,0.0077673,0.0026773,0.029146,0.0057974,0.091751,0.0030132,0.0027047,0.15158,0.0065417,0.12781,0.083432,0.03071,0.32702,0.02194,0.078287,0.017751,0.0045542,0.004171,0.0031869,0.0083421,0.024405,0.035815,0.0054564,0.053493,0.081754,0.0099781,0.013435,0.014174,0.012837,0.014731,0.0073957,0.0079838,0.051023,0.15737,0.18096,0.0021618,0.031653,0.33185,0.006775,0.015793,0.013669,0.0039989,0.019588,0.0016088,0.0030499,0.41316,0.22945,0.12538,1,0.11764,0.008875,0.047179,0.056205,0.044384,0.0087221,0.0088558,0.015014,0.40641,0.038325,0.0026372,0.050242,0.064193,0.10419,0.010853,0.010074,0.0031807,0.016799,0.033641,0.36977,0.009683,0.40086,0.039601,0.26474,0.071316,0.01033,0.091219,0.43996,0.10718,0.047818,0.0024647,0.010613,0.017662,0.032063,0.0064336,0.041936,0.049555,0.0034726,0.0020402,0.021008,0.0061818,0.050259,0.11209,0.0065801,0.06504,0.0093645,0.17761,0.04554,0.004093,0.47531,0.38364,0.0023025,0.10739,0.015144,0.099876,0.0032175,0.044643,0.0035434,0.0076676,0.077415,0.010768,0.45532,0.038672,0.015494,0.0096447,0.18682
0.0055773,0.017021,1,0.0013877,0.0055207,0.0018661,0.002199,0.035961,0.05224,0.0039745,0.010073,0.17237,0.036676,0.0031204,0.0057106,0.013047,0.0074429,0.006581,0.0031141,0.24117,0.050714,0.0022081,0.0064059,0.052973,0.00063872,0.0044538,0.52711,0.063467,0.071945,0.36227,0.0073773,0.0051618,0.0049607,0.14024,0.43523,0.10868,0.1165,0.0039919,0.074822,0.070423,0.028655,0.03706,0.10504,0.0042055,0.0093417,0.0029643,0.04394,0.0026645,0.049064,0.25186,0.00071989,0.015533,0.025513,0.0021487,0.00068138,0.010796,0.021175,0.0092332,0.060258,0.0057416,0.016479,0.0061028,0.0097859,0.010715,0.19859,0.036309,0.0088309,0.026667,0.06197,0.011076,1,0.08256,0.13572,0.13504,0.0067623,0.056788,0.060469,0.21558,0.0031509,0.091082,0.20071,0.0023863,0.02553,0.017478,0.084107,0.024023,0.0058299,0.0062686,0.010076,0.014784,0.089588,0.013565,0.013537,0.10195,0.0043342,0.0092383,0.009478,0.19415,0.88652,0.0088865,0.2522,0.059882,0.0033397,0.0071339,0.020097,0.075987,0.012942,0.0050617,0.031391,0.0024822,0.027545,0.0076369,0.091766,0.0064062,0.041483,0.038084,0.31202,0.021184,0.0026429,0.0074868,0.15138,0.097638,0.0054941,0.082123,0.035453,0.011196,0.047331,0.40353,0.0051108,0.0048255,0.0072582,0.042362,0.13494,0.083526,0.20676,0.080824,0.019351,0.11764,1,0.004105,0.11016,0.0016619,0.10445,0.10951,0.0024906,0.19777,0.0035565,0.0075265,0.1182,0.0048097,0.025526,0.030242,0.052728,0.002716,0.015887,0.005518,0.0092822,0.084424,0.097345,0.66187,0.0048586,0.050622,0.044185,0.04875,0.08034,0.0086425,0.013479,0.012041,0.021091,0.46739,0.29724,0.1154,0.019869,0.0079757,0.018833,0.13703,0.012806,0.069381,0.0020351,0.098818,0.045354,0.0027915,0.0049141,0.001571,0.0026766,0.02816,0.034751,0.072345,0.036404,0.0062884,0.0087649,0.013836,0.0049924,0.015604,0.098919,0.13907,0.0037875,0.31815,0.0057681,0.27656,0.016634,0.47427,0.033852,0.12135
0.0059178,0.037477,0.0013877,1,0.0019802,0.12155,0.0048468,0.00099563,0.031188,0.016261,0.025046,0.0084358,0.05794,0.014144,0.004784,0.0055287,0.0025207,0.058298,0.033892,0.02239,0.033515,0.043269,0.023711,0.0078898,0.0085297,0.046494,0.028709,0.0065515,0.024845,0.0057571,0.009247,0.40519,0.043077,0.30043,0.065902,0.10167,0.037295,0.34005,0.08688,0.075508,0.062863,0.045017,0.03055,0.11129,0.032829,0.013282,0.0074309,0.050555,0.20311,0.88308,0.2311,0.015385,0.053496,0.19259,0.013209,0.30862,0.073867,0.0040402,0.033557,0.048716,0.006212,0.020445,0.020629,0.085892,0.037786,0.08102,0.007569,0.59171,0.018871,0.35915,0.08256,1,0.0030114,0.0046525,0.011219,0.00094893,0.1649,0.066474,0.028827,0.19879,0.019712,0.010732,0.012405,0.13376,0.0024884,0.0020148,0.0043883,0.045556,0.047193,0.0099922,0.11714,0.080451,0.094614,0.0019595,0.0035551,0.23184,0.050385,0.045477,0.0067221,0.0022364,0.013864,0.11398,0.017904,0.029849,0.075901,0.067866,0.042809,0.0099347,0.11536,0.10846,0.0080662,0.10475,0.0015927,0.012619,0.0066591,0.016862,0.34332,0.19287,0.19085,0.042027,0.084666,0.065797,0.010574,0.53713,0.0013701,0.037943,0.10388,0.0011716,0.001632,0.26075,0.056933,0.083318,0.12355,0.0025615,0.068695,0.11871,0.014436,0.008875,0.004105,1,0.0042382,0.023183,0.04059,0.017159,0.010521,0.8889,0.06243,0.0065066,0.10026,0.010567,0.046178,0.013341,0.004162,0.15223,0.0049744,0.013801,0.017419,0.012926,0.018216,0.021723,0.0055716,0.036986,0.013895,0.005687,0.035905,0.13399,0.016944,0.0023203,0.11733,0.0057243,0.0075191,0.0031698,0.015097,0.014798,0.037778,0.016936,0.0069019,0.18165,0.050553,0.094301,0.04573,0.43739,0.0034763,0.028089,0.23252,0.0061702,0.10224,0.015927,0.044865,0.014196,0.12725,0.012365,0.0027571,0.018499,0.0049937,0.054164,0.00098311,0.14189,0.29922,0.0042166,0.10274,0.0097494,0.0084679,0.030589
0.021365,0.12168,0.0055207,0.0019802,1,0.075276,0.016185,0.014645,0.026337,0.0037818,0.35486,0.011883,0.017642,0.056207,0.50395,0.13368,0.2321,0.0044048,0.014762,0.0014241,0.046822,0.017884,0.091625,0.010565,0.10481,0.16104,0.012971,0.033226,0.003152,0.058927,0.2036,0.015749,0.0064214,0.020925,0.0045308,0.031684,0.00365,0.18786,0.010271,0.071978,0.036349,0.21162,0.0098961,0.0086673,0.0061631,0.023504,0.039655,0.0071132,0.065776,0.0069113,0.065313,0.027999,0.0032356,0.03187,0.000901,0.060876,0.16421,0.076358,0.019238,0.0061739,0.013616,0.051201,0.07256,0.1427,0.23901,0.066345,0.053326,0.14331,0.001152,0.0064434,0.13572,0.0030114,1,0.41511,0.043691,0.0063952,0.26215,0.013148,0.0053527,0.010913,0.015463,0.031308,0.31642,0.00405,0.01436,0.046175,0.010859,0.11883,0.0099472,0.073846,0.015385,0.087115,0.0064013,0.018467,0.0074412,0.017235,0.0051673,0.0085015,0.0072577,0.10831,0.0077105,0.033693,0.21062,0.0771,0.032912,0.031748,0.018206,0.0047138,0.0013506,0.0065908,0.12046,0.24364,0.060004,0.042057,0.097309,0.027215,0.36845,0.0060593,0.014245,0.32559,0.0087862,0.0013797,0.0033839,0.04461,0.18117,0.0032231,0.052782,0.0017108,0.0076479,0.019471,0.011295,0.0017544,0.059304,0.02705,0.0081523,0.011326,0.018696,0.047179,0.11016,0.0042382,1,0.30723,0.011852,0.021285,0.0025496,0.080238,0.0029156,0.017933,0.027625,0.0040351,0.0075469,0.0023369,0.00066855,0.020077,0.14878,0.0062565,0.014143,0.024394,0.013716,0.16523,0.034509,0.016244,0.0056162,0.080746,0.02733,0.017395,0.054014,0.41515,0.01962,0.10911,0.069156,0.19158,0.048241,0.12871,0.018649,0.0034366,0.011794,0.19928,0.001604,0.0047472,0.011808,0.11816,0.013375,0.0084451,0.015866,0.013344,0.084491,0.13897,0.10832,0.0057929,0.032602,0.047009,0.0071498,0.098091,0.011611,0.0039773,0.0075549,0.056954,0.045228,0.0064847,0.71395,0.11235,0.02377,0.013516
0.0017921,0.0075281,0.0018661,0.12155,0.075276,1,0.075669,0.039865,0.065763,0.72988,0.0060767,0.023135,0.044737,0.03415,0.17477,0.0078101,0.10788,0.1668,0.057051,0.0051861,0.065281,0.010918,0.0033971,0.0059465,0.0037172,0.0045528,0.067146,0.005195,0.04651,0.0083989,0.014004,0.083517,0.014153,0.09615,0.0036276,0.009213,0.10526,0.038606,0.59657,0.023428,0.094124,0.049191,0.0028522,0.011775,0.0076772,0.24156,0.063579,0.079659,0.029024,0.11421,0.072707,0.0044407,0.0046413,0.0033365,0.0040953,0.0035965,0.068013,0.056181,0.034395,0.03928,0.033345,0.10738,0.0015405,0.008245,0.035341,0.10864,0.080116,0.22154,0.075428,0.012834,0.13504,0.0046525,0.41511,1,0.182,0.029866,0.0057407,0.50888,0.00148,0.19556,0.0075735,0.0021795,0.017542,0.012736,0.016492,0.0048931,0.088044,0.00328,0.0503,0.05659,0.016905,0.010013,0.076022,0.0028695,0.0014888,0.0034362,0.57204,0.1831,0.003062,0.021145,0.010522,0.026327,0.019836,0.063722,0.68077,0.010765,0.62601,0.044876,0.012797,0.001889,0.11389,0.0070821,0.013706,0.059451,0.0093679,0.15427,0.051735,0.013838,0.011165,0.01618,0.012059,0.0059529,0.032501,0.017009,0.0041864,0.024996,0.0042789,0.090038,0.20148,0.079358,0.033687,0.10479,0.0062755,0.23861,0.0056971,0.0059014,0.17374,0.056205,0.0016619,0.023183,0.30723,1,0.0047077,0.037946,0.20769,0.029447,0.0048425,0.024698,0.013956,0.0035328,0.014361,0.0029455,0.013236,0.0052621,0.0046945,0.0045267,0.034938,0.0019429,0.0017721,0.027289,0.0049914,0.0025938,0.011197,0.033264,0.0093019,0.33565,0.035509,0.14425,0.033089,0.011842,0.0084755,0.013869,0.089717,0.0022551,0.15435,0.015252,0.0042676,0.0031001,0.039167,0.27455,0.085552,0.0067425,0.0072357,0.027879,0.1578,0.019347,0.008231,0.24332,0.1351,0.080519,0.053642,0.059727,0.043201,0.10504,0.0023932,0.037436,0.12971,0.0073913,0.023101,0.018434,0.0062043,0.013379,0.0088886,0.046953
0.0073256,0.04498,0.002199,0.0048468,0.016185,0.075669,1,0.0093206,0.0029582,0.26894,0.011302,0.022897,0.0020957,0.043733,0.31999,0.0039298,0.020395,0.008397,0.12874,0.13824,0.015123,0.024527,0.0072039,0.0093276,0.0017735,0.065261,0.021155,0.132,0.054345,0.0033435,0.2203,0.10143,0.012248,0.010061,0.0090688,0.016582,0.0057492,0.022533,0.044521,0.040295,0.29042,0.085486,0.015732,0.063819,0.013549,0.0078524,0.0060991,0.032516,0.15053,0.013886,0.0096122,0.12873,0.027382,0.0050365,0.036516,0.0049792,0.062379,0.019365,0.025432,0.093736,0.017932,0.0030214,0.10048,0.017566,0.027745,0.04488,0.0092569,0.022539,0.010028,0.029739,0.0067623,0.011219,0.043691,0.182,1,0.037767,0.03348,0.046276,0.1486,0.018346,0.0031292,0.0080225,0.078271,0.01054,0.023008,0.022134,0.015919,0.044973,0.038198,0.0049771,0.043384,0.035073,0.0090102,0.076128,0.0076027,0.022867,0.027086,0.032934,0.0068628,0.018514,0.039798,0.032275,0.0088375,0.0028529,0.11995,0.025499,0.020635,0.0099139,0.20484,0.03146,0.25961,0.026921,0.024156,0.0025761,0.032263,0.0084991,0.0071069,0.010783,0.093991,0.0046367,0.016778,0.014072,0.026264,0.041864,0.11785,0.16061,0.028502,0.17681,0.067382,0.0086535,0.33988,0.020141,0.033886,0.11289,0.11092,0.077373,0.010369,0.044384,0.10445,0.04059,0.011852,0.0047077,1,0.21798,0.0018365,0.043456,0.0089179,0.0061277,0.0036398,0.21767,0.048967,0.28385,0.054204,0.050022,0.019706,0.21044,0.0036945,0.006274,0.09968,0.0050006,0.034507,0.049097,0.088575,0.070621,0.060796,0.053873,0.29523,0.096046,0.0032628,0.018259,0.016529,0.14299,0.0061948,0.0014751,0.35562,0.0034747,0.18696,0.023838,0.0050001,0.0040751,0.3502,0.0065907,0.0031604,0.0045634,0.093263,0.08709,0.0050441,0.05293,0.031839,0.0012225,0.0026711,0.08553,0.016441,0.014194,0.0072559,0.16583,0.060466,0.067864,0.010971,0.023321,0.071487,0.025166,0.067802,0.13052
0.015757,0.035366,0.035961,0.00099563,0.014645,0.039865,0.0093206,1,0.023335,0.11256,0.0071452,0.032361,0.034035,0.4149,0.0062257,0.01697,0.02049,0.0086584,0.0051771,0.041899,0.17791,0.017345,0.018047,0.0019571,0.16705,0.077785,0.12251,0.073931,0.031929,0.020218,0.042208,0.0044732,0.072069,0.019491,0.026402,0.049461,0.014679,0.39182,0.23464,0.2952,0.0085508,0.088399,0.018334,0.0027922,0.016252,0.024153,0.0072636,0.062177,0.0029408,0.15743,0.44156,0.010958,0.15604,0.0016395,0.082518,0.10154,0.17223,0.061011,0.076851,0.010238,0.029716,0.0066043,0.0082003,0.022336,0.0044343,0.013375,0.0035396,0.0050097,0.0094545,0.028178,0.056788,0.00094893,0.0063952,0.029866,0.037767,1,0.21237,0.2391,0.0058163,0.0035752,0.026329,0.077106,0.0032358,0.061591,0.090904,0.0086727,0.029013,0.0033645,0.19167,0.030854,0.033057,0.0029898,0.030614,0.029478,0.022576,0.022704,0.10769,0.12871,0.044716,0.074227,0.058957,0.0062985,0.049914,0.0023721,0.0095399,0.26834,0.027575,0.30815,0.0058769,0.013084,0.11252,0.030523,0.012671,0.0011354,0.11148,0.0063852,0.038921,0.0072215,0.010997,0.081312,0.11636,0.004075,0.027785,0.061272,0.025157,0.13025,0.030592,0.004306,0.0037043,0.0048765,0.050451,0.061933,0.037733,0.015607,0.017863,0.01059,0.0035294,0.0087221,0.10951,0.017159,0.021285,0.037946,0.21798,1,0.018721,0.0049587,0.03344,0.21786,0.076239,0.011353,0.00089983,0.0077509,0.038025,0.0085005,0.14338,0.014057,0.0043072,0.49354,0.0094402,0.17879,0.027643,0.036384,0.010897,0.0054038,0.025166,0.0038015,0.048413,0.028953,0.04404,0.13382,0.0020238,0.057578,0.036267,0.010788,0.44249,0.21624,0.050462,0.2735,0.24701,0.010058,0.0028076,0.040321,0.0020436,0.0070029,0.0087024,0.0012448,0.0022313,0.40441,0.060194,0.0057064,0.062727,0.012241,0.14704,0.0065892,0.012107,0.0086353,0.0028487,0.093189,0.020317,0.0040709,0.016932,0.10303,0.028206,0.0090496
0.049239,0.008856,0.05224,0.031188,0.026337,0.065763,0.0029582,0.023335,1,0.005973,0.043998,0.1238,0.0086459,0.0040565,0.010112,0.042516,0.01245,0.006185,0.045213,0.10524,0.00087557,0.0057039,0.14653,0.0067526,0.1262,0.068225,0.005571,0.069728,0.13662,0.066456,0.15037,0.015957,0.01496,0.02201,0.087236,0.0090892,0.017477,0.033203,0.046176,0.0047856,0.0048968,0.011612,0.024395,0.035468,0.0021652,0.42464,0.021426,0.069264,0.006761,0.0062339,0.0062157,0.0018511,0.069786,0.031263,0.21959,0.071538,0.070608,0.0066617,0.042975,0.08217,0.008752,0.050814,0.047555,0.017664,0.006754,0.028556,0.042232,0.11681,0.038034,0.020707,0.060469,0.1649,0.26215,0.0057407,0.03348,0.21237,1,0.018055,0.013923,0.26781,0.0073911,0.004967,0.00558,0.0072855,0.26037,0.15029,0.0065664,0.043665,0.0014404,0.01962,0.11834,0.023033,0.039971,0.0078634,0.015589,0.19544,0.23392,0.0060967,0.010098,0.0022435,0.024803,0.01519,0.13867,0.019634,0.016708,0.053368,0.31057,0.038594,0.05326,0.21908,0.1135,0.024401,0.00048605,0.5873,0.060931,0.0086399,0.0087134,0.11344,0.14346,0.026491,0.022683,0.10141,0.017289,0.038042,0.003358,0.03799,0.021738,0.023814,0.0030982,0.0059075,0.0029197,0.023181,0.013741,0.087981,0.0076088,0.018923,0.0096564,0.0088558,0.0024906,0.010521,0.0025496,0.20769,0.0018365,0.018721,1,0.0051522,0.011162,0.080196,0.018904,0.0091495,0.14862,0.0029439,0.11848,0.0055108,0.28376,0.12353,0.0049139,0.011217,0.14793,0.044656,0.09287,0.039051,0.010162,0.16916,0.0087853,0.0056001,0.0016759,0.047608,0.0069937,0.058133,0.003272,0.24437,0.16162,0.11734,0.078404,0.0014507,0.014207,0.045468,0.29777,0.041675,0.012986,0.11372,0.33234,0.1109,0.036659,0.1571,0.0034945,0.040325,0.20286,0.080821,0.049743,0.0029939,0.059028,0.16938,0.17007,0.006133,0.0059503,0.6131,0.091408,0.019031,0.062852,0.011813,0.40154,0.99305
0.0075141,0.05634,0.0039745,0.016261,0.0037818,0.72988,0.26894,0.11256,0.005973,1,0.011279,0.40368,0.016257,0.2828,0.041429,0.0083438,0.0046324,0.001484,0.003975,0.013812,0.020773,0.0060602,0.018087,0.0038777,0.01347,0.083729,0.0050076,0.019467,0.028673,0.003479,0.0040774,0.039208,0.066032,0.0077671,0.030915,0.0082469,0.030527,0.17991,0.079088,0.010174,0.009281,0.17971,0.0016544,0.057555,0.0020421,0.027609,0.0044434,0.057242,0.017061,0.0036226,0.071415,0.029655,0.066523,0.019547,0.0013546,0.078694,0.0026783,0.0045914,0.0071483,0.13611,0.067165,0.020304,0.0072649,0.011931,0.002191,0.046642,0.099024,0.010371,0.56701,0.011188,0.21558,0.066474,0.013148,0.50888,0.046276,0.2391,0.018055,1,0.0039448,0.14742,0.0067094,0.17154,0.0032146,0.019171,0.030351,0.044789,0.022839,0.03519,0.052658,0.0047032,0.020466,0.19202,0.21893,0.0082008,0.074555,0.0345,0.0042875,0.034546,0.24252,0.27666,0.10877,0.0071998,0.06543,0.026886,0.020878,0.0070094,0.36314,0.016518,0.030809,0.06201,0.072448,0.44004,0.26647,0.11101,0.014495,0.51316,0.13539,0.00062991,0.16077,0.052954,0.021954,0.045313,0.0024477,0.075044,0.0011981,0.03656,0.0036165,0.0037278,0.0058226,0.16455,0.0062959,0.026762,0.0037343,0.025594,0.00841,0.0014079,0.043672,0.015014,0.19777,0.8889,0.080238,0.029447,0.043456,0.0049587,0.0051522,1,0.061674,0.013546,0.017448,0.0057534,0.10866,0.0026816,0.21251,0.0069697,0.11186,0.058398,0.005642,0.019984,0.0047372,0.071211,0.054044,0.045544,0.16503,0.12257,0.040851,0.071446,0.05842,0.0032963,0.0026656,0.043268,0.13984,0.19825,0.0016482,0.0019306,0.0019268,0.0062015,0.0277,0.047615,0.087288,0.025543,0.011054,0.0060839,0.17811,0.008348,0.21031,0.0019969,0.011437,0.0043317,0.0049911,0.014292,0.32358,0.049054,0.048426,0.015109,0.053386,0.10051,0.14614,0.19341,0.63573,0.022804,0.0078954,0.0027835,0.0086249,0.0094302
